Transaction_ID,Date_Time,Branch,Product_Name,Size,Unit_Price,Quantity,Discount_Rate,Topping_Type,Customer_ID,Customer_Age,Customer_Gender,Membership_Status,Payment_Method,Order_Source,Delivery_Time_Min,Delivery_Distance_KM,Staff_ID,Temperature_Celsius,Humidity_Percent,Store_Rating,Is_Public_Holiday,Category,Region,Is_Weekend,Hour_of_Day,Tax_Amount
107698,21/03/2024 04:15,Tanta-Saeed,Ice Cream Mango,Large,129.34,11,0,Nuts,67692,43,Male,Silver,Cash,ElMenus,44,12.5,117,41.5,59.4,4,0,Ice Cream,Delta,0,4,199.18
102991,01/02/2024 03:30,Tanta-Saeed,Sweet Koshary Mix,Large,57.72,5,0.05,Nutella,80504,16,Female,Silver,Cash,Talabat,111,7.3,103,34.5,39,3,0,Signature,Delta,0,3,40.4
109408,07/04/2024 23:45,Tanta-Saeed,Rice Pudding Nuts,Medium,179.6,3,0,Pistachio,54091,43,Female,Bronze,Wallet,Talabat,51,14.3,111,33.3,81,4,0,Traditional,Delta,1,23,75.43
104876,20/02/2024 18:45,Tanta-Saeed,Qishtouza Lotus,Medium,92.02,11,0.1,None,84999,51,Male,None,Instapay,ElMenus,58,13.5,134,23,81.3,2,0,Modern,Delta,0,18,141.71
102545,27/01/2024 12:00,Tanta-Saeed,Qishtouza Nutella,Medium,155.35,9,0,Nuts,57595,53,Male,None,Instapay,Talabat,40,14.6,106,25.5,22.9,2,0,Modern,Delta,1,12,195.74
108596,30/03/2024 12:45,Alex-Stanly,Rice Pudding Nuts,Large,64.45,10,0.1,Nuts,78375,52,Male,Gold,Cash,Mobile App,32,9.9,149,37.5,63.3,3,0,Traditional,Alexandria,1,12,90.23
105342,25/02/2024 15:15,Giza-Zayed,Ice Cream Mango,Medium,153.19,4,0.1,Nutella,71338,,Male,,Credit Card,Mobile App,68,3.7,132,27.2,32.3,2,0,Ice Cream,Greater Cairo,1,15,85.79
101568,17/01/2024 07:45,Giza-Zayed,Super B.Laban,Medium,69.87,6,0,Pistachio,66192,40,Female,Gold,Instapay,In-store,53,10.2,110,17,36.1,3,0,Signature,Greater Cairo,0,7,58.69
109995,14/04/2024 02:30,Giza-Zayed,Qishtouza Nutella,Large,77.7,10,0,,83420,72,Male,None,Wallet,Mobile App,102,3.2,140,25.1,65.9,3,0,Modern,Greater Cairo,1,2,108.78
104067,12/02/2024 08:30,Cairo-Nasr City,Qishtouza Lotus,Large,59.14,8,0,Lotus,72288,,Male,Gold,Credit Card,Talabat,43,8.9,117,18.5,63.1,2,0,Modern,Greater Cairo,0,8,66.24
103989,11/02/2024 13:00,Dubai-Marina,Super B.Laban,Small,88.24,1,0,Lotus,85618,60,Male,Bronze,Credit Card,Mobile App,38,7.8,123,38.3,21,1,0,Signature,UAE,1,13,12.35
107032,14/03/2024 05:45,Mansoura-Mashaya,Sweet Koshary Mix,Medium,49.33,1,0,None,62232,19,Female,None,Wallet,ElMenus,96,3.1,130,15.5,22,,0,Signature,Delta,0,5,6.91
102161,23/01/2024 12:00,Mansoura-Mashaya,Qishtouza Lotus,Medium,95.41,8,0,Nuts,65930,42,Female,None,Cash,ElMenus,91,8.8,149,15.6,67.3,,0,Modern,Delta,0,12,106.86
100686,08/01/2024 03:15,Tanta-Saeed,Super B.Laban,Medium,113.23,3,0,Lotus,53134,70,Female,Gold,Instapay,Talabat,63,13.4,112,44.3,48.1,2,0,Signature,Delta,0,3,47.56
107603,20/03/2024 04:30,Mansoura-Mashaya,Ice Cream Mango,Small,73.22,10,0.15,Pistachio,54584,27,,Silver,Wallet,ElMenus,38,7.5,128,29.9,81.1,3,0,Ice Cream,Delta,0,4,102.51
107785,22/03/2024 02:00,Mansoura-Mashaya,Rice Pudding Oven,Medium,124.07,4,0.1,None,71554,67,Female,,Credit Card,Talabat,96,10,128,31.9,38.1,5,0,Traditional,Delta,1,2,69.48
103244,03/02/2024 18:45,Tanta-Saeed,Super B.Laban,Large,175.41,3,0,Nuts,75125,52,Female,Bronze,Instapay,Talabat,109,7.4,126,24.8,85,5,0,Signature,Delta,1,18,73.67
105845,01/03/2024 21:00,Alex-Stanly,Ice Cream Mango,Small,112,2,0.15,Nutella,62912,,Male,None,Instapay,In-store,89,1.8,123,24.1,47.6,4,0,Ice Cream,Alexandria,1,21,31.36
109220,06/04/2024 00:45,Tanta-Saeed,Ice Cream Mango,Small,82,1,0,Lotus,79610,15,Female,None,Credit Card,ElMenus,88,8.6,107,39.3,48.4,3,0,Ice Cream,Delta,1,0,11.48
102462,26/01/2024 15:15,Tanta-Saeed,Super B.Laban,Large,154.97,1,0,Nutella,79742,23,Female,Silver,Wallet,Mobile App,81,5.2,121,42.5,68,3,0,Signature,Delta,1,15,21.7
104084,12/02/2024 12:45,Cairo-Nasr City,Rice Pudding Nuts,Medium,95.31,11,0,Nutella,64094,19,Female,Silver,Credit Card,Talabat,115,2.1,119,19.4,31.2,,0,Traditional,Greater Cairo,0,12,146.78
102838,30/01/2024 13:15,Mansoura-Mashaya,Rice Pudding Oven,Medium,66.68,3,0,None,63509,69,Male,Silver,Cash,Mobile App,37,5.1,102,18.1,52.4,,0,Traditional,Delta,0,13,28.01
103698,08/02/2024 12:15,Cairo-Nasr City,Super B.Laban,Medium,143.25,5,0,Nutella,85998,55,Female,Bronze,Cash,Mobile App,74,11.2,117,27.7,66.2,3,0,Signature,Greater Cairo,0,12,100.28
107129,15/03/2024 06:00,Cairo-Nasr City,Rice Pudding Nuts,Medium,171,8,0,Nuts,68868,66,,Silver,Credit Card,Mobile App,79,11.3,145,33.2,36.3,4,0,Traditional,Greater Cairo,1,6,191.52
106268,06/03/2024 06:45,Riyadh-Olaya,Om Ali Cream,Medium,115.41,4,0,None,55653,58,Female,,Credit Card,Talabat,96,4.8,149,40.6,34.6,,0,Traditional,KSA,0,6,64.63
104942,21/02/2024 11:15,Dubai-Marina,Sweet Koshary Mix,Medium,62.54,8,0,Nutella,84225,59,Female,Gold,Credit Card,Mobile App,30,3.6,127,23,78,3,0,Signature,UAE,0,11,70.04
105947,02/03/2024 22:30,Riyadh-Olaya,Rice Pudding Nuts,Medium,142.97,7,0.05,Nuts,52118,43,Female,Silver,Cash,Mobile App,113,9.5,121,30.9,57,4,1,Traditional,KSA,1,22,140.11
104584,17/02/2024 17:45,Giza-Zayed,Super B.Laban,Medium,165.55,2,0,None,51311,12,,None,Instapay,In-store,22,3.6,144,35.9,31.2,4,0,Signature,Greater Cairo,1,17,46.35
105785,01/03/2024 06:00,Riyadh-Olaya,Rice Pudding Oven,Medium,42.29,4,0,None,79448,54,Male,Silver,Credit Card,Mobile App,96,14.6,133,39.3,24.8,4,0,Traditional,KSA,1,6,23.68
104041,12/02/2024 02:00,Giza-Zayed,Super B.Laban,Small,99.75,1,0.15,None,81660,27,Female,Silver,Wallet,Mobile App,118,14.5,125,39,40.6,,0,Signature,Greater Cairo,0,2,13.97
102231,24/01/2024 05:30,Tanta-Saeed,Qishtouza Nutella,Medium,98.37,7,0,Pistachio,62480,,Female,Gold,Instapay,In-store,109,2.3,118,26.7,67.2,,0,Modern,Delta,0,5,96.4
107570,19/03/2024 20:15,Riyadh-Olaya,Rice Pudding Oven,Large,162.74,3,0.15,Lotus,78198,66,Female,None,Instapay,Mobile App,52,14.2,144,34.5,48.7,,0,Traditional,KSA,0,20,68.35
100936,10/01/2024 17:45,Cairo-Nasr City,Super B.Laban,Small,54.71,6,0,Lotus,81109,53,Male,Silver,Instapay,Mobile App,43,1.6,123,22.1,36.4,1,0,Signature,Greater Cairo,0,17,45.96
102321,25/01/2024 04:00,Dubai-Marina,Om Ali Cream,Medium,105.87,10,0.05,,81407,12,,None,Credit Card,In-store,73,6.3,107,22.2,28,,0,Traditional,UAE,0,4,148.22
104879,20/02/2024 19:30,Mansoura-Mashaya,Sweet Koshary Mix,Medium,118.73,7,0,Nuts,88054,51,Male,Bronze,Instapay,In-store,52,1.3,113,17.8,57.4,4,0,Signature,Delta,0,19,116.36
100522,06/01/2024 10:15,Dubai-Marina,Qishtouza Nutella,Medium,147.82,8,0,None,77569,61,Female,None,Cash,In-store,10,4.6,119,15.6,75.6,2,0,Modern,UAE,1,10,165.56
100523,06/01/2024 10:30,Tanta-Saeed,Rice Pudding Oven,Large,58.54,6,0.1,None,73916,31,Male,Silver,Wallet,In-store,101,10.9,117,43,58.1,2,0,Traditional,Delta,1,10,49.17
105346,25/02/2024 16:15,Tanta-Saeed,Ice Cream Mango,Large,80.5,9,0,Nutella,75186,69,Female,None,Credit Card,Mobile App,32,9.4,118,27.2,37.4,2,0,Ice Cream,Delta,1,16,101.43
109877,12/04/2024 21:00,Cairo-Nasr City,Rice Pudding Oven,Small,150,9,0.05,Pistachio,55695,34,Male,Bronze,Credit Card,Mobile App,41,6.2,138,34.1,27,1,0,Traditional,Greater Cairo,1,21,189
103360,04/02/2024 23:45,Alex-Stanly,Super B.Laban,Medium,179.55,7,0,None,63266,60,Female,Silver,Instapay,Mobile App,105,4.4,147,22.9,31.8,1,0,Signature,Alexandria,1,23,175.96
101312,14/01/2024 15:45,Cairo-Zamalek,Qishtouza Nutella,Medium,162.5,2,0,Lotus,54810,20,Female,None,Wallet,ElMenus,115,6.8,132,43,64,3,0,Modern,Greater Cairo,1,15,45.5
103984,11/02/2024 11:45,Tanta-Saeed,Qishtouza Lotus,Medium,131.71,11,0,Nutella,57683,45,Female,Silver,Cash,In-store,49,7.5,134,20.7,33.4,,1,Modern,Delta,1,11,202.83
106495,08/03/2024 15:30,Alex-Stanly,Sweet Koshary Mix,Small,161.46,8,0,Nutella,81911,50,Male,Silver,Credit Card,ElMenus,90,9.4,106,22.9,70.2,2,0,Signature,Alexandria,1,15,180.84
109561,09/04/2024 14:00,Dubai-Marina,Qishtouza Lotus,Medium,134.99,1,0,Nutella,51735,50,,Silver,Credit Card,Mobile App,55,5.7,103,42.8,47.3,3,0,Modern,UAE,0,14,18.9
101717,18/01/2024 21:00,Riyadh-Olaya,Ice Cream Mango,Small,80.06,1,0,None,65214,59,Female,,Instapay,In-store,84,1.3,104,36.6,23.5,1,0,Ice Cream,KSA,0,21,11.21
100781,09/01/2024 03:00,Cairo-Nasr City,Rice Pudding Oven,Large,165.17,8,0,Pistachio,75887,69,Male,Silver,Credit Card,Mobile App,33,2.6,110,24.4,37.7,1,0,Traditional,Greater Cairo,0,3,184.99
108799,01/04/2024 15:30,Cairo-Nasr City,Ice Cream Mango,Large,46.34,3,0,,65928,33,Female,None,Instapay,Mobile App,78,11.8,132,29.9,71.2,1,0,Ice Cream,Greater Cairo,0,15,19.46
108232,26/03/2024 17:45,Cairo-Zamalek,Ice Cream Mango,Medium,115.67,3,0,,54191,,Male,None,Wallet,Talabat,117,3.9,142,23.2,52.4,2,0,Ice Cream,Greater Cairo,0,17,48.58
105608,28/02/2024 09:45,Alex-Stanly,Rice Pudding Oven,Medium,121.89,1,0,Lotus,69002,37,Male,None,Wallet,In-store,32,13.8,116,25.3,50.9,5,0,Traditional,Alexandria,0,9,17.06
105979,03/03/2024 06:30,Tanta-Saeed,Sweet Koshary Mix,Small,150.07,3,0.1,Nuts,51975,14,Male,,Wallet,In-store,16,13.5,115,19.1,81.4,1,0,Signature,Delta,1,6,63.03
100652,07/01/2024 18:45,Riyadh-Olaya,Rice Pudding Nuts,Large,130.3,10,0,Nutella,88563,55,Female,None,Instapay,In-store,55,9.2,105,29.7,41.8,1,0,Traditional,KSA,1,18,182.42
103748,09/02/2024 00:45,Giza-Zayed,Qishtouza Nutella,Medium,164.38,5,0,None,74606,62,Female,None,Cash,ElMenus,44,4.5,117,16.1,30.9,4,0,Modern,Greater Cairo,1,0,115.07
102197,23/01/2024 21:00,Alex-Stanly,Super B.Laban,Large,56.23,7,0,Nuts,62771,73,Male,Silver,Instapay,ElMenus,11,5.6,139,15.8,74.5,4,0,Signature,Alexandria,0,21,55.11
108419,28/03/2024 16:30,Alex-Stanly,Om Ali Cream,Large,80.76,5,0,None,55088,19,Male,Gold,Instapay,In-store,83,6,117,19.8,22.4,4,0,Traditional,Alexandria,0,16,56.53
100370,04/01/2024 20:15,Dubai-Marina,Rice Pudding Oven,Medium,92.51,10,0,Nutella,50202,17,Female,None,Credit Card,In-store,44,11.4,101,19.5,38.8,2,0,Traditional,UAE,0,20,129.51
109885,12/04/2024 23:00,Dubai-Marina,Ice Cream Mango,Medium,59.84,5,0.05,Nuts,55993,28,Male,Gold,Credit Card,In-store,117,12.2,135,28.4,31,,0,Ice Cream,UAE,1,23,41.89
108006,24/03/2024 09:15,Dubai-Marina,Qishtouza Lotus,Medium,106.49,10,0,Lotus,85953,61,Male,Gold,Credit Card,Mobile App,82,2.1,103,22.7,37.9,3,0,Modern,UAE,1,9,149.09
104215,13/02/2024 21:30,Alex-Stanly,Qishtouza Nutella,Medium,164.38,9,0,Pistachio,53806,73,Male,Bronze,Cash,In-store,39,3.5,126,25,46.5,3,0,Modern,Alexandria,0,21,207.12
100378,04/01/2024 22:15,Cairo-Nasr City,Super B.Laban,Medium,159.88,1,0.1,Lotus,69821,52,Male,Bronze,Credit Card,ElMenus,56,12.9,110,35.8,60.3,4,0,Signature,Greater Cairo,0,22,22.38
109447,08/04/2024 09:30,Mansoura-Mashaya,Sweet Koshary Mix,Large,169.41,7,0.05,Lotus,78183,44,Female,Silver,Wallet,Mobile App,75,9.7,146,30.8,20.9,5,0,Signature,Delta,0,9,166.02
102217,24/01/2024 02:00,Tanta-Saeed,Ice Cream Mango,Medium,48.21,10,0,Nuts,76149,65,Male,Gold,Cash,In-store,115,8.8,136,26.3,46.3,1,0,Ice Cream,Delta,0,2,67.49
108683,31/03/2024 10:30,Alex-Stanly,Sweet Koshary Mix,Medium,98.18,10,0,,80593,59,Male,Silver,Wallet,Talabat,57,9.8,113,29.6,67.2,2,0,Signature,Alexandria,1,10,137.45
101614,17/01/2024 19:15,Cairo-Nasr City,Qishtouza Nutella,Large,160.61,11,0,None,76648,14,Male,Bronze,Cash,Mobile App,85,1.1,103,21.6,35,,0,Modern,Greater Cairo,0,19,247.34
106980,13/03/2024 16:45,Cairo-Zamalek,Om Ali Cream,Medium,163,2,0.1,,87099,35,Female,Silver,Credit Card,In-store,39,2,130,22.8,40.2,5,0,Traditional,Greater Cairo,0,16,45.64
107550,19/03/2024 15:15,Alex-Stanly,Super B.Laban,Medium,139.39,4,0,Nuts,73483,57,Male,Silver,Cash,ElMenus,117,13.9,149,21.3,86.9,3,0,Signature,Alexandria,0,15,78.06
101828,20/01/2024 00:45,Riyadh-Olaya,Rice Pudding Nuts,Large,132.55,3,0,Pistachio,70324,28,Female,Silver,Instapay,Mobile App,84,2.4,118,21.9,75.5,1,0,Traditional,KSA,1,0,55.67
103633,07/02/2024 20:00,Dubai-Marina,Om Ali Cream,Small,104.57,1,0.1,None,60600,51,Female,Gold,Instapay,ElMenus,24,4,119,19.2,61.5,1,0,Traditional,UAE,0,20,14.64
100963,11/01/2024 00:30,Tanta-Saeed,Rice Pudding Nuts,Medium,172.43,11,0.05,Nutella,60479,12,Female,Gold,Instapay,In-store,42,4.6,146,36.5,39.4,2,0,Traditional,Delta,0,0,265.54
102994,01/02/2024 04:15,Cairo-Zamalek,Rice Pudding Oven,Small,55.36,3,0,Lotus,65707,45,Male,Silver,Wallet,Mobile App,58,3.1,108,44.7,40.2,4,0,Traditional,Greater Cairo,0,4,23.25
106607,09/03/2024 19:30,Mansoura-Mashaya,Rice Pudding Oven,Medium,122.06,7,0,Nutella,74719,,Male,None,Wallet,Talabat,37,10,128,44.3,58.5,,1,Traditional,Delta,1,19,119.62
109673,10/04/2024 18:00,Cairo-Zamalek,Qishtouza Lotus,Medium,76.53,2,0.1,,87035,58,,,Wallet,Mobile App,106,3.9,104,28.9,36.4,,0,Modern,Greater Cairo,0,18,21.43
102377,25/01/2024 18:00,Alex-Stanly,Super B.Laban,Small,48.6,8,0.05,Lotus,61438,26,Male,Bronze,Cash,In-store,22,8.7,106,24.9,79.9,,0,Signature,Alexandria,0,18,54.43
108881,02/04/2024 12:00,Tanta-Saeed,Super B.Laban,Small,95.77,1,0,Pistachio,68663,69,Male,Gold,Credit Card,ElMenus,76,11.7,123,16.4,86.4,1,0,Signature,Delta,0,12,13.41
100360,04/01/2024 17:45,Alex-Stanly,Om Ali Cream,Medium,75.32,3,0,Nutella,51967,,Female,Gold,Cash,Talabat,14,12.8,107,41.3,39.9,1,0,Traditional,Alexandria,0,17,31.63
103840,09/02/2024 23:45,Tanta-Saeed,Super B.Laban,Large,98.86,4,0.1,None,87238,39,Female,Bronze,Instapay,Mobile App,81,3.3,117,29.2,54,2,0,Signature,Delta,1,23,55.36
108185,26/03/2024 06:00,Cairo-Zamalek,Super B.Laban,Medium,68.61,3,0,Pistachio,57334,33,Female,None,Instapay,In-store,107,10.9,149,41.4,36.8,4,0,Signature,Greater Cairo,0,6,28.82
101247,13/01/2024 23:30,Tanta-Saeed,Ice Cream Mango,Medium,171.74,11,0,Lotus,78768,66,Male,None,Instapay,In-store,112,3.2,136,39.3,36,5,0,Ice Cream,Delta,1,23,264.48
107505,19/03/2024 04:00,Dubai-Marina,Super B.Laban,Medium,41.77,4,0,Pistachio,84436,,Female,,Cash,Mobile App,94,5.5,140,20.1,58.3,1,0,Signature,UAE,0,4,23.39
108350,27/03/2024 23:15,Riyadh-Olaya,Om Ali Cream,Medium,85.77,5,0,Nutella,67294,44,Female,,Wallet,Talabat,74,11.7,135,31.4,37.6,4,0,Traditional,KSA,0,23,60.04
106512,08/03/2024 19:45,Riyadh-Olaya,Ice Cream Mango,Medium,123.14,6,0.05,,89561,16,,Silver,Cash,In-store,90,3.6,146,20.3,56.7,,0,Ice Cream,KSA,1,19,103.44
105088,22/02/2024 23:45,Dubai-Marina,Qishtouza Lotus,Small,108.05,5,0,None,72735,54,Female,Silver,Cash,Talabat,91,2.1,102,42.9,22.7,3,0,Modern,UAE,0,23,75.64
103695,08/02/2024 11:30,Riyadh-Olaya,Om Ali Cream,Medium,137.32,6,0.15,Nuts,76370,12,Female,,Credit Card,ElMenus,49,14.3,128,39.1,59.3,3,0,Traditional,KSA,0,11,115.35
101574,17/01/2024 09:15,Tanta-Saeed,Om Ali Cream,Medium,47.49,7,0.05,Nutella,67275,29,Male,,Wallet,In-store,61,7.1,135,31.9,40.6,3,0,Traditional,Delta,0,9,46.54
106282,06/03/2024 10:15,Cairo-Nasr City,Sweet Koshary Mix,Large,94.9,9,0.1,Lotus,73896,62,Female,None,Cash,In-store,67,12.7,104,31.9,22.8,1,0,Signature,Greater Cairo,0,10,119.57
105440,26/02/2024 15:45,Riyadh-Olaya,Rice Pudding Nuts,Small,123.88,8,0.1,Lotus,67128,65,Female,Silver,Instapay,In-store,111,14.1,144,35,34.1,4,0,Traditional,KSA,0,15,138.75
102568,27/01/2024 17:45,Cairo-Zamalek,Om Ali Cream,Small,43.79,10,0,,58329,33,Male,Bronze,Credit Card,Talabat,20,1.1,126,34.2,34.3,3,0,Traditional,Greater Cairo,1,17,61.31
103424,05/02/2024 15:45,Mansoura-Mashaya,Ice Cream Mango,Medium,150.69,6,0,Lotus,85948,35,Female,None,Instapay,In-store,80,6.3,113,21.3,60.2,4,0,Ice Cream,Delta,0,15,126.58
102038,22/01/2024 05:15,Dubai-Marina,Ice Cream Mango,Large,62.61,5,0,Pistachio,88202,39,Female,None,Credit Card,In-store,46,8,108,27.4,73.7,4,0,Ice Cream,UAE,0,5,43.83
109244,06/04/2024 06:45,Giza-Zayed,Rice Pudding Nuts,Medium,123.15,4,0,Nutella,86460,14,Male,,Wallet,Mobile App,97,7.9,122,39.6,89.3,2,0,Traditional,Greater Cairo,1,6,68.96
100773,09/01/2024 01:00,Cairo-Nasr City,Qishtouza Nutella,Medium,126.28,2,0.1,Lotus,64157,40,,,Instapay,In-store,38,9.6,123,43.6,29.2,1,0,Modern,Greater Cairo,0,1,35.36
105381,26/02/2024 01:00,Cairo-Nasr City,Qishtouza Nutella,Large,44.34,11,0.1,Nuts,65764,23,Male,Bronze,Cash,Talabat,64,7,124,40.7,57.4,5,0,Modern,Greater Cairo,0,1,68.28
109569,09/04/2024 16:00,Alex-Stanly,Om Ali Cream,Small,57.12,8,0,Nutella,89457,59,Male,,Instapay,Mobile App,118,0.7,131,31.4,47.2,1,0,Traditional,Alexandria,0,16,63.97
103563,07/02/2024 02:30,Giza-Zayed,Rice Pudding Oven,Medium,94.32,10,0,Nutella,56710,38,Male,Gold,Wallet,Mobile App,42,13.9,141,24.5,42.2,2,0,Traditional,Greater Cairo,0,2,132.05
100563,06/01/2024 20:30,Dubai-Marina,Qishtouza Nutella,Small,115.79,3,0,Lotus,64032,68,Female,Silver,Cash,Talabat,25,8.5,121,24.1,30.1,2,0,Modern,UAE,1,20,48.63
106684,10/03/2024 14:45,Mansoura-Mashaya,Sweet Koshary Mix,Large,132.34,4,0.05,Lotus,64919,74,Female,Bronze,Credit Card,ElMenus,57,7.9,139,26.4,86.4,1,1,Signature,Delta,1,14,74.11
102547,27/01/2024 12:30,Riyadh-Olaya,Qishtouza Lotus,Medium,171.66,1,0,Nuts,75241,72,Male,Silver,Credit Card,In-store,52,10,144,29.6,80.1,5,0,Modern,KSA,1,12,24.03
105511,27/02/2024 09:30,Riyadh-Olaya,Sweet Koshary Mix,Medium,100.8,10,0,None,61935,71,Female,Bronze,Instapay,In-store,29,9.4,114,29.6,65.3,5,0,Signature,KSA,0,9,141.12
105331,25/02/2024 12:30,Cairo-Zamalek,Qishtouza Lotus,Small,45.86,2,0,None,73007,42,,Bronze,Instapay,ElMenus,23,10.2,101,18.1,32.9,1,0,Modern,Greater Cairo,1,12,12.84
109668,10/04/2024 16:45,Dubai-Marina,Super B.Laban,Small,175.49,1,0,Nutella,78013,20,Male,Bronze,Wallet,Mobile App,25,6.9,147,25.6,74.4,3,0,Signature,UAE,0,16,24.57
104532,17/02/2024 04:45,Tanta-Saeed,Sweet Koshary Mix,Large,159.7,10,0,,73473,64,Female,Silver,Credit Card,ElMenus,70,4.3,132,37.4,20.1,3,0,Signature,Delta,1,4,223.58
101675,18/01/2024 10:30,Cairo-Nasr City,Qishtouza Lotus,Small,89.18,1,0,Pistachio,78698,30,Male,Silver,Instapay,In-store,38,2.7,118,27.3,74.1,5,0,Modern,Greater Cairo,0,10,12.49
107396,18/03/2024 00:45,Riyadh-Olaya,Ice Cream Mango,Large,94.19,10,0.05,None,81786,71,Male,Gold,Wallet,Mobile App,65,13.2,119,23.5,69.6,5,0,Ice Cream,KSA,0,0,131.87
100366,04/01/2024 19:15,Dubai-Marina,Qishtouza Nutella,Medium,146.47,5,0,Lotus,84335,70,Female,Gold,Credit Card,ElMenus,93,14,134,19.7,82.8,1,0,Modern,UAE,0,19,102.53
108017,24/03/2024 12:00,Riyadh-Olaya,Rice Pudding Nuts,Medium,103.72,5,0,Nuts,87481,280,,Gold,Wallet,Mobile App,114,0.6,105,33.3,78.7,5,0,Traditional,KSA,1,12,72.6
109377,07/04/2024 16:00,Cairo-Nasr City,Rice Pudding Nuts,Large,72.01,2,0,Nutella,56274,37,Male,Silver,Credit Card,ElMenus,80,1,103,32.5,47.4,4,0,Traditional,Greater Cairo,1,16,20.16
104328,15/02/2024 01:45,Giza-Zayed,Rice Pudding Nuts,Medium,48.39,1,0,Pistachio,76531,41,Female,None,Cash,ElMenus,31,13.6,115,31.5,54.8,2,0,Traditional,Greater Cairo,0,1,6.77
109984,13/04/2024 23:45,Alex-Stanly,Qishtouza Lotus,Medium,143.45,9,0,None,52241,67,Female,Silver,Instapay,Mobile App,20,9.4,127,35.6,86.7,2,0,Modern,Alexandria,1,23,180.75
100148,02/01/2024 12:45,Alex-Stanly,Ice Cream Mango,Medium,71.99,4,0,,52808,55,Female,Silver,Cash,Talabat,36,0.6,128,38.3,58.5,4,0,Ice Cream,Alexandria,0,12,40.31
101669,18/01/2024 09:00,Dubai-Marina,Rice Pudding Nuts,Medium,69.82,8,0,None,82623,55,Female,Gold,Credit Card,Talabat,92,12.8,114,19.4,57.8,2,0,Traditional,UAE,0,9,78.2
103089,02/02/2024 04:00,Giza-Zayed,Rice Pudding Oven,Medium,156.93,4,0,Nuts,69612,49,,,Credit Card,Mobile App,54,6.9,143,32.9,66.8,3,0,Traditional,Greater Cairo,1,4,87.88
108845,02/04/2024 03:00,Riyadh-Olaya,Rice Pudding Oven,Medium,134.72,4,0,Nutella,64344,280,Female,None,Instapay,ElMenus,46,5.4,114,35.3,40.7,2,0,Traditional,KSA,0,3,75.44
107651,20/03/2024 16:30,Cairo-Nasr City,Qishtouza Nutella,Medium,111.92,11,0,,69258,32,,,Wallet,ElMenus,16,11.6,106,16.7,44,1,0,Modern,Greater Cairo,0,16,172.36
100408,05/01/2024 05:45,Riyadh-Olaya,Om Ali Cream,Medium,120.7,5,0,Lotus,82381,30,Female,None,Cash,Mobile App,46,9.3,109,23.5,69.5,3,0,Traditional,KSA,1,5,84.49
109585,09/04/2024 20:00,Riyadh-Olaya,Qishtouza Nutella,Small,59.77,7,0.05,Nutella,82889,46,Male,None,Credit Card,Mobile App,58,13.9,136,20.7,69.6,,0,Modern,KSA,0,20,58.57
107789,22/03/2024 03:00,Giza-Zayed,Rice Pudding Oven,Medium,145.75,1,0.15,Pistachio,82714,46,Female,Bronze,Wallet,Talabat,28,3,129,30.9,44.1,,0,Traditional,Greater Cairo,1,3,20.4
103457,06/02/2024 00:00,Cairo-Nasr City,Qishtouza Lotus,Small,137.69,6,0,Nutella,74121,22,Female,Bronze,Credit Card,Mobile App,46,6.3,116,37.6,56.7,2,0,Modern,Greater Cairo,0,0,115.66
106187,05/03/2024 10:30,Mansoura-Mashaya,Super B.Laban,Medium,120.06,4,0,Nutella,81500,61,,None,Credit Card,ElMenus,80,13.5,106,33.1,63.5,2,0,Signature,Delta,0,10,67.23
104183,13/02/2024 13:30,Alex-Stanly,Om Ali Cream,Large,102.42,3,0.15,None,57676,15,,None,Cash,Talabat,48,2.8,119,36,50.2,,0,Traditional,Alexandria,0,13,43.02
103577,07/02/2024 06:00,Giza-Zayed,Ice Cream Mango,Medium,75.53,2,0,Lotus,59953,66,Male,Bronze,Credit Card,Mobile App,51,14.9,121,31.3,68.6,1,0,Ice Cream,Greater Cairo,0,6,21.15
103272,04/02/2024 01:45,Dubai-Marina,Qishtouza Lotus,Medium,48.15,8,0.05,,55593,21,Male,Bronze,Cash,ElMenus,70,14.8,113,44.4,44.7,1,0,Modern,UAE,1,1,53.93
104941,21/02/2024 11:00,Alex-Stanly,Sweet Koshary Mix,Medium,56.71,8,0.15,Nuts,85324,,Female,Bronze,Credit Card,Talabat,66,5.7,149,28.7,87,2,0,Signature,Alexandria,0,11,63.52
101032,11/01/2024 17:45,Riyadh-Olaya,Super B.Laban,Small,158.17,3,0,Nutella,57280,63,Female,None,Instapay,Mobile App,117,1.9,127,33.9,70.4,2,0,Signature,KSA,0,17,66.43
108873,02/04/2024 10:00,Cairo-Nasr City,Sweet Koshary Mix,Medium,123.79,2,0,Lotus,57295,17,Male,Silver,Credit Card,In-store,119,1.5,108,43.5,42,4,0,Signature,Greater Cairo,0,10,34.66
106231,05/03/2024 21:30,Dubai-Marina,Rice Pudding Nuts,Small,154.5,9,0,None,83841,32,Female,Bronze,Instapay,ElMenus,43,0.6,141,16.8,36.1,4,0,Traditional,UAE,0,21,194.67
106593,09/03/2024 16:00,Cairo-Nasr City,Rice Pudding Nuts,Medium,143.17,2,0,Nutella,65778,33,,None,Cash,ElMenus,113,13.4,105,19,31.3,5,0,Traditional,Greater Cairo,1,16,40.09
108907,02/04/2024 18:30,Alex-Stanly,Rice Pudding Nuts,Large,175.14,5,0,,55842,58,Female,Silver,Instapay,Talabat,49,14.3,134,32,45.1,1,0,Traditional,Alexandria,0,18,122.6
