Transaction_ID,Date_Time,Branch,Product_Name,Size,Unit_Price,Quantity,Discount_Rate,Topping_Type,Customer_ID,Customer_Age,Customer_Gender,Membership_Status,Payment_Method,Order_Source,Delivery_Time_Min,Delivery_Distance_KM,Staff_ID,Temperature_Celsius,Humidity_Percent,Store_Rating,Is_Public_Holiday,Category,Region,Is_Weekend,Hour_of_Day,Tax_Amount,Total_Revenue,Year,month,day,Shift,Discount_Group,Temperature_Group
109528,2024-04-09 05:45:00,Cairo-Zamalek,Rice Pudding Oven,Medium,117.64,6,0.05,Nuts,56571,43.5,Male,Bronze,Cash,ElMenus,38,4.4,111,17.3,64.5,5.0,0,Traditional,Greater Cairo,0,5,98.82,804.6600000000001,2024,4,9,Morning,Low Discount,Cold
108872,2024-04-02 09:45:00,Dubai-Marina,Super B.Laban,Medium,126.34,3,0.05,Lotus,77043,29.0,Male,Bronze,Credit Card,Mobile App,50,11.7,114,30.1,40.1,4.0,0,Signature,UAE,0,9,53.06,432.08,2024,4,2,Morning,Low Discount,Hot
105554,2024-02-27 20:15:00,Alex-Stanly,Sweet Koshary Mix,Small,164.97,3,0.1,none,60037,72.0,Male,Bronze,Instapay,ElMenus,80,6.9,115,31.5,34.2,5.0,0,Signature,Alexandria,0,20,69.29,564.1999999999999,2024,2,27,Evening,Medium Discount,Hot
103558,2024-02-07 01:15:00,Cairo-Nasr City,Qishtouza Nutella,Large,72.36,6,0.0,none,78040,43.5,Female,Gold,Wallet,Mobile App,10,12.0,139,25.9,47.6,1.0,0,Modern,Greater Cairo,0,1,60.78,494.93999999999994,2024,2,7,Late Night,No Discount,Hot
101396,2024-01-15 12:45:00,Tanta-Saeed,Sweet Koshary Mix,Medium,61.36,8,0.15,Nutella,58598,61.0,Female,Silver,Credit Card,Talabat,51,8.9,112,18.1,51.4,1.0,0,Signature,Delta,0,12,68.72,559.6,2024,1,15,Afternoon,Medium Discount,Cold
100265,2024-01-03 18:00:00,Alex-Stanly,Om Ali Cream,Large,49.06,4,0.0,none,80851,72.0,Female,Bronze,Credit Card,ElMenus,16,2.6,131,16.2,33.1,2.0,0,Traditional,Alexandria,0,18,27.47,223.71,2024,1,3,Evening,No Discount,Cold
103548,2024-02-06 22:45:00,Riyadh-Olaya,Om Ali Cream,Medium,175.45,4,0.0,Pistachio,51184,20.0,Female,Bronze,Instapay,Mobile App,23,14.0,117,24.9,79.8,5.0,0,Traditional,KSA,0,22,98.25,800.05,2024,2,6,Late Night,No Discount,Moderate
106845,2024-03-12 07:00:00,Riyadh-Olaya,Ice Cream Mango,Medium,142.86,10,0.0,Nuts,86868,13.0,Female,Bronze,Wallet,Talabat,54,4.0,109,40.0,66.7,4.0,0,Ice Cream,KSA,0,7,200.0,1628.6000000000001,2024,3,12,Morning,No Discount,Hot
107629,2024-03-20 11:00:00,Cairo-Nasr City,Qishtouza Lotus,Medium,41.3,8,0.0,Nutella,66029,28.0,Female,Unknown,Credit Card,In-store,20,10.5,148,24.0,74.7,2.0,0,Modern,Greater Cairo,0,11,46.26,376.65999999999997,2024,3,20,Morning,No Discount,Moderate
106789,2024-03-11 17:00:00,Mansoura-Mashaya,Qishtouza Lotus,Large,62.04,10,0.0,Lotus,61843,46.0,Female,Gold,Cash,ElMenus,118,8.9,136,22.6,42.0,3.0,0,Modern,Delta,0,17,86.86,707.26,2024,3,11,Evening,No Discount,Moderate
103070,2024-02-01 23:15:00,Cairo-Zamalek,Qishtouza Lotus,Medium,59.9,1,0.0,Nutella,61688,14.0,Male,Gold,Credit Card,Talabat,37,12.8,120,19.7,88.1,3.0,0,Modern,Greater Cairo,0,23,8.39,68.28999999999999,2024,2,1,Late Night,No Discount,Cold
105026,2024-02-22 08:15:00,Mansoura-Mashaya,Ice Cream Mango,Large,98.61,4,0.15,Nutella,87742,53.0,Male,Gold,Instapay,In-store,75,11.5,128,40.9,64.7,1.0,0,Ice Cream,Delta,0,8,55.22,449.65999999999997,2024,2,22,Morning,Medium Discount,Hot
108397,2024-03-28 11:00:00,Giza-Zayed,Rice Pudding Nuts,Medium,117.84,11,0.05,Lotus,66882,46.0,Female,Silver,Wallet,ElMenus,45,12.6,134,26.0,64.6,2.0,0,Traditional,Greater Cairo,0,11,181.47,1477.71,2024,3,28,Morning,Low Discount,Hot
103865,2024-02-10 06:00:00,Giza-Zayed,Om Ali Cream,Large,150.76,11,0.05,Nutella,68514,43.5,Female,Bronze,Wallet,ElMenus,23,7.7,140,31.1,87.0,5.0,1,Traditional,Greater Cairo,1,6,232.17,1890.53,2024,2,10,Morning,Low Discount,Hot
109073,2024-04-04 12:00:00,Cairo-Zamalek,Qishtouza Lotus,Medium,109.56,7,0.0,none,65640,56.0,Female,Bronze,Wallet,Talabat,54,14.2,110,28.9,53.9,4.0,0,Modern,Greater Cairo,0,12,107.37,874.2900000000001,2024,4,4,Afternoon,No Discount,Hot
102401,2024-01-26 00:00:00,Mansoura-Mashaya,Om Ali Cream,Large,61.26,7,0.0,Nuts,59425,50.0,Female,Unknown,Cash,ElMenus,23,10.8,104,34.0,47.8,1.0,0,Traditional,Delta,1,0,60.03,488.85,2024,1,26,Late Night,No Discount,Hot
106275,2024-03-06 08:30:00,Riyadh-Olaya,Qishtouza Lotus,Large,106.6,6,0.0,Nuts,55117,17.0,Female,Gold,Wallet,ElMenus,97,7.6,119,32.1,86.2,3.0,0,Modern,KSA,0,8,89.54,729.1399999999999,2024,3,6,Morning,No Discount,Hot
108485,2024-03-29 09:00:00,Cairo-Nasr City,Rice Pudding Nuts,Medium,147.47,11,0.0,none,67540,37.0,Male,Gold,Wallet,Talabat,108,4.7,146,35.7,68.4,5.0,0,Traditional,Greater Cairo,1,9,227.1,1849.27,2024,3,29,Morning,No Discount,Hot
103712,2024-02-08 15:45:00,Mansoura-Mashaya,Sweet Koshary Mix,Small,179.1,1,0.0,Pistachio,79876,26.0,Female,Unknown,Wallet,In-store,53,8.7,134,43.1,69.6,2.0,0,Signature,Delta,0,15,25.07,204.17,2024,2,8,Afternoon,No Discount,Hot
100247,2024-01-03 13:30:00,Cairo-Nasr City,Ice Cream Mango,Small,113.6,8,0.0,Lotus,66955,72.0,Female,Bronze,Instapay,Mobile App,67,7.6,106,38.8,73.2,2.0,0,Ice Cream,Greater Cairo,0,13,127.23,1036.03,2024,1,3,Afternoon,No Discount,Hot
101595,2024-01-17 14:30:00,Giza-Zayed,Rice Pudding Oven,Large,131.74,6,0.05,none,53554,53.0,Male,Silver,Instapay,ElMenus,63,11.8,108,43.5,41.4,1.0,0,Traditional,Greater Cairo,0,14,110.66,901.1,2024,1,17,Afternoon,Low Discount,Hot
109683,2024-04-10 20:30:00,Giza-Zayed,Qishtouza Nutella,Medium,118.8,10,0.0,Lotus,70729,40.0,Female,Silver,Cash,In-store,26,13.8,139,43.5,67.9,3.0,0,Modern,Greater Cairo,0,20,166.32,1354.32,2024,4,10,Evening,No Discount,Hot
101530,2024-01-16 22:15:00,Giza-Zayed,Qishtouza Nutella,Medium,151.98,9,0.15,none,73410,23.0,Female,Unknown,Cash,Talabat,96,10.4,106,20.2,30.3,1.0,0,Modern,Greater Cairo,0,22,191.49,1559.31,2024,1,16,Late Night,Medium Discount,Moderate
108224,2024-03-26 15:45:00,Mansoura-Mashaya,Om Ali Cream,Large,82.35,2,0.0,none,88732,54.0,Female,Unknown,Instapay,In-store,24,8.4,141,22.2,89.2,3.0,0,Traditional,Delta,0,15,23.06,187.76,2024,3,26,Afternoon,No Discount,Moderate
100924,2024-01-10 14:45:00,Dubai-Marina,Sweet Koshary Mix,Small,85.13,6,0.0,Pistachio,66913,70.0,Male,Gold,Cash,Talabat,90,11.7,120,19.6,66.8,4.0,0,Signature,UAE,0,14,71.51,582.29,2024,1,10,Afternoon,No Discount,Cold
107554,2024-03-19 16:15:00,Alex-Stanly,Sweet Koshary Mix,Large,42.74,9,0.0,none,64376,46.0,Female,Bronze,Cash,Mobile App,57,7.9,120,29.5,50.2,4.0,0,Signature,Alexandria,0,16,53.85,438.51000000000005,2024,3,19,Afternoon,No Discount,Hot
104365,2024-02-15 11:00:00,Alex-Stanly,Sweet Koshary Mix,Small,129.63,10,0.05,Nutella,85813,34.0,Female,Bronze,Credit Card,Mobile App,34,7.9,113,18.2,78.4,5.0,0,Signature,Alexandria,0,11,181.48,1477.78,2024,2,15,Morning,Low Discount,Cold
100670,2024-01-07 23:15:00,Dubai-Marina,Ice Cream Mango,Small,92.75,11,0.0,Pistachio,80765,29.0,Female,Silver,Cash,In-store,33,11.3,148,26.6,68.4,4.0,0,Ice Cream,UAE,1,23,142.84,1163.09,2024,1,7,Late Night,No Discount,Hot
103605,2024-02-07 13:00:00,Cairo-Zamalek,Qishtouza Nutella,Small,60.31,1,0.0,Nuts,53181,63.0,Male,Unknown,Cash,In-store,61,6.8,116,29.2,64.9,4.0,0,Modern,Greater Cairo,0,13,8.44,68.75,2024,2,7,Afternoon,No Discount,Hot
105109,2024-02-23 05:00:00,Cairo-Zamalek,Rice Pudding Oven,Medium,168.17,9,0.0,Nutella,80631,69.0,Female,Unknown,Instapay,Talabat,107,6.7,121,26.6,89.6,4.0,0,Traditional,Greater Cairo,1,5,211.89,1725.42,2024,2,23,Morning,No Discount,Hot
101911,2024-01-20 21:30:00,Giza-Zayed,Rice Pudding Nuts,Large,122.08,6,0.0,none,87980,58.0,Female,Silver,Credit Card,In-store,65,6.3,116,24.2,71.9,3.0,0,Traditional,Greater Cairo,1,21,102.55,835.03,2024,1,20,Evening,No Discount,Moderate
108345,2024-03-27 22:00:00,Riyadh-Olaya,Om Ali Cream,Medium,129.85,2,0.15,Pistachio,73488,58.0,Female,Unknown,Cash,Mobile App,84,9.5,130,39.2,84.0,4.0,0,Traditional,KSA,0,22,36.36,296.06,2024,3,27,Late Night,Medium Discount,Hot
105249,2024-02-24 16:00:00,Riyadh-Olaya,Qishtouza Lotus,Large,72.28,3,0.15,Nutella,68556,43.0,Female,Unknown,Wallet,Talabat,104,4.1,121,31.3,59.4,3.0,0,Modern,KSA,1,16,30.36,247.2,2024,2,24,Afternoon,Medium Discount,Hot
107184,2024-03-15 19:45:00,Tanta-Saeed,Super B.Laban,Medium,149.27,7,0.0,Lotus,60175,26.0,Male,Unknown,Cash,Mobile App,35,9.0,129,16.6,77.7,3.0,0,Signature,Delta,1,19,146.28,1191.17,2024,3,15,Evening,No Discount,Cold
103959,2024-02-11 05:30:00,Mansoura-Mashaya,Qishtouza Lotus,Medium,131.79,7,0.0,Nuts,76841,68.0,Female,Bronze,Wallet,Talabat,52,5.5,141,42.3,32.9,5.0,0,Modern,Delta,1,5,129.15,1051.68,2024,2,11,Morning,No Discount,Hot
106958,2024-03-13 11:15:00,Cairo-Zamalek,Rice Pudding Oven,Medium,137.79,6,0.05,Lotus,60077,40.0,Female,Unknown,Cash,In-store,68,4.8,117,25.0,71.7,4.0,0,Traditional,Greater Cairo,0,11,115.74,942.48,2024,3,13,Morning,Low Discount,Hot
106027,2024-03-03 18:30:00,Alex-Stanly,Rice Pudding Nuts,Large,76.33,9,0.0,Lotus,76264,43.5,Female,Unknown,Credit Card,Mobile App,56,2.9,133,18.1,86.6,1.0,0,Traditional,Alexandria,1,18,96.18,783.1500000000001,2024,3,3,Evening,No Discount,Cold
105644,2024-02-28 18:45:00,Dubai-Marina,Qishtouza Nutella,Medium,129.89,11,0.05,Nutella,56039,45.0,Female,Bronze,Credit Card,ElMenus,106,11.8,118,29.4,86.2,3.0,0,Modern,UAE,0,18,200.03,1628.82,2024,2,28,Evening,Low Discount,Hot
102697,2024-01-29 02:00:00,Giza-Zayed,Qishtouza Lotus,Small,50.68,4,0.15,Nuts,50414,74.0,Female,Unknown,Wallet,Mobile App,82,11.7,113,42.8,23.2,4.0,0,Modern,Greater Cairo,0,2,28.38,231.1,2024,1,29,Late Night,Medium Discount,Hot
102592,2024-01-27 23:45:00,Cairo-Zamalek,Rice Pudding Nuts,Medium,179.45,9,0.0,Lotus,86225,42.0,Male,Unknown,Credit Card,Mobile App,70,2.2,104,26.0,67.6,3.0,0,Traditional,Greater Cairo,1,23,226.11,1841.1599999999999,2024,1,27,Late Night,No Discount,Hot
105907,2024-03-02 12:30:00,Alex-Stanly,Ice Cream Mango,Large,155.25,1,0.1,Pistachio,64756,13.0,Female,Bronze,Cash,In-store,51,13.4,144,33.3,38.3,3.0,0,Ice Cream,Alexandria,1,12,21.74,176.99,2024,3,2,Afternoon,Medium Discount,Hot
101782,2024-01-19 13:15:00,Riyadh-Olaya,Qishtouza Nutella,Medium,168.55,8,0.0,Pistachio,69153,49.0,Male,Bronze,Instapay,Mobile App,11,7.6,126,23.6,51.9,3.0,0,Modern,KSA,1,13,188.78,1537.18,2024,1,19,Afternoon,No Discount,Moderate
106510,2024-03-08 19:15:00,Dubai-Marina,Ice Cream Mango,Small,130.22,5,0.0,Nutella,56064,48.0,Female,Silver,Instapay,In-store,29,4.8,111,40.5,55.2,1.0,0,Ice Cream,UAE,1,19,91.15,742.25,2024,3,8,Evening,No Discount,Hot
103014,2024-02-01 09:15:00,Dubai-Marina,Om Ali Cream,Small,150.71,8,0.0,Lotus,85566,29.0,Male,Unknown,Instapay,Mobile App,69,15.0,139,25.0,53.6,3.0,0,Traditional,UAE,0,9,168.8,1374.48,2024,2,1,Morning,No Discount,Hot
107134,2024-03-15 07:15:00,Cairo-Zamalek,Om Ali Cream,Medium,76.91,3,0.0,Lotus,54746,63.0,Male,Unknown,Cash,Mobile App,112,12.9,141,30.7,87.9,1.0,0,Traditional,Greater Cairo,1,7,32.3,263.03,2024,3,15,Morning,No Discount,Hot
102308,2024-01-25 00:45:00,Giza-Zayed,Ice Cream Mango,Large,44.94,4,0.0,Nutella,56511,43.5,Female,Bronze,Cash,In-store,10,7.6,146,27.4,38.6,1.0,0,Ice Cream,Greater Cairo,0,0,25.17,204.93,2024,1,25,Late Night,No Discount,Hot
107277,2024-03-16 19:00:00,Tanta-Saeed,Rice Pudding Oven,Medium,84.29,4,0.0,Lotus,58349,68.0,Male,Gold,Credit Card,Mobile App,116,5.1,138,21.2,89.5,1.0,0,Traditional,Delta,1,19,47.2,384.36,2024,3,16,Evening,No Discount,Moderate
103691,2024-02-08 10:30:00,Tanta-Saeed,Rice Pudding Nuts,Medium,92.07,4,0.0,none,64688,62.0,Female,Gold,Instapay,Talabat,17,5.8,119,17.9,79.1,2.0,0,Traditional,Delta,0,10,51.56,419.84,2024,2,8,Morning,No Discount,Cold
100688,2024-01-08 03:45:00,Mansoura-Mashaya,Qishtouza Nutella,Small,84.26,4,0.0,Nutella,60679,16.0,Male,Gold,Instapay,Mobile App,20,4.5,141,39.7,61.1,5.0,0,Modern,Delta,0,3,47.19,384.23,2024,1,8,Late Night,No Discount,Hot
106012,2024-03-03 14:45:00,Dubai-Marina,Om Ali Cream,Medium,157.73,8,0.0,Nutella,77310,56.0,Female,Unknown,Instapay,ElMenus,92,10.7,103,38.9,49.3,2.0,0,Traditional,UAE,1,14,176.66,1438.5,2024,3,3,Afternoon,No Discount,Hot
107072,2024-03-14 15:45:00,Cairo-Zamalek,Om Ali Cream,Medium,102.08,8,0.0,Nuts,88936,73.0,Female,Unknown,Credit Card,Mobile App,83,2.5,112,31.4,88.0,5.0,0,Traditional,Greater Cairo,0,15,114.33,930.97,2024,3,14,Afternoon,No Discount,Hot
100613,2024-01-07 09:00:00,Giza-Zayed,Qishtouza Nutella,Small,166.72,3,0.0,Pistachio,55648,38.0,Female,Unknown,Wallet,Talabat,107,13.8,147,27.8,67.6,5.0,1,Modern,Greater Cairo,1,9,70.02,570.18,2024,1,7,Morning,No Discount,Hot
107168,2024-03-15 15:45:00,Riyadh-Olaya,Rice Pudding Oven,Large,113.31,11,0.0,Pistachio,73988,60.0,Female,Unknown,Instapay,Mobile App,117,11.7,121,26.4,57.2,4.0,0,Traditional,KSA,1,15,174.5,1420.91,2024,3,15,Afternoon,No Discount,Hot
109206,2024-04-05 21:15:00,Cairo-Nasr City,Super B.Laban,Large,115.75,5,0.0,none,72441,65.0,Female,Silver,Instapay,Talabat,12,2.8,129,30.2,85.7,1.0,0,Signature,Greater Cairo,1,21,81.03,659.78,2024,4,5,Evening,No Discount,Hot
103201,2024-02-03 08:00:00,Alex-Stanly,Qishtouza Lotus,Small,129.28,2,0.1,Nuts,86152,40.0,Female,Bronze,Instapay,In-store,17,4.6,121,22.5,30.8,3.0,0,Modern,Alexandria,1,8,36.2,294.76,2024,2,3,Morning,Medium Discount,Moderate
102268,2024-01-24 14:45:00,Riyadh-Olaya,Om Ali Cream,Medium,153.85,6,0.0,Lotus,73924,37.0,Female,Silver,Credit Card,In-store,36,6.6,116,23.4,47.7,1.0,0,Traditional,KSA,0,14,129.23,1052.33,2024,1,24,Afternoon,No Discount,Moderate
109782,2024-04-11 21:15:00,Alex-Stanly,Om Ali Cream,Medium,175.4,1,0.1,none,63916,49.0,Female,Gold,Instapay,Mobile App,58,3.6,114,28.3,70.8,3.0,0,Traditional,Alexandria,0,21,24.56,199.96,2024,4,11,Evening,Medium Discount,Hot
106630,2024-03-10 01:15:00,Cairo-Zamalek,Om Ali Cream,Medium,41.33,1,0.0,Nuts,81727,60.0,Male,Unknown,Instapay,In-store,87,2.5,146,26.4,38.1,3.0,0,Traditional,Greater Cairo,1,1,5.79,47.12,2024,3,10,Late Night,No Discount,Hot
104136,2024-02-13 01:45:00,Mansoura-Mashaya,Qishtouza Nutella,Medium,78.3,6,0.1,none,85259,52.0,Female,Bronze,Instapay,ElMenus,104,13.3,133,20.4,54.9,3.0,0,Modern,Delta,0,1,65.77,535.5699999999999,2024,2,13,Late Night,Medium Discount,Moderate
101899,2024-01-20 18:30:00,Riyadh-Olaya,Rice Pudding Nuts,Medium,54.25,11,0.1,Nuts,65228,68.0,Female,Gold,Cash,Mobile App,53,7.5,139,42.3,39.4,2.0,0,Traditional,KSA,1,18,83.54,680.29,2024,1,20,Evening,Medium Discount,Hot
109531,2024-04-09 06:30:00,Tanta-Saeed,Rice Pudding Nuts,Large,133.24,7,0.0,Pistachio,86607,72.0,Female,Bronze,Wallet,In-store,109,15.0,134,37.9,52.5,3.0,0,Traditional,Delta,0,6,130.58,1063.26,2024,4,9,Morning,No Discount,Hot
108154,2024-03-25 22:15:00,Giza-Zayed,Om Ali Cream,Small,141.98,6,0.0,Nuts,51857,47.0,Female,Bronze,Instapay,Talabat,23,3.6,135,35.6,51.3,5.0,0,Traditional,Greater Cairo,0,22,119.26,971.1399999999999,2024,3,25,Late Night,No Discount,Hot
100259,2024-01-03 16:30:00,Riyadh-Olaya,Qishtouza Nutella,Large,120.3,3,0.0,Nutella,81204,74.0,Female,Bronze,Instapay,Talabat,83,13.1,144,22.0,58.4,5.0,0,Modern,KSA,0,16,50.53,411.42999999999995,2024,1,3,Afternoon,No Discount,Moderate
102925,2024-01-31 11:00:00,Cairo-Zamalek,Qishtouza Lotus,Medium,84.83,9,0.0,Pistachio,64488,74.0,Male,Gold,Wallet,Mobile App,112,9.6,140,26.1,65.1,1.0,0,Modern,Greater Cairo,0,11,106.89,870.36,2024,1,31,Morning,No Discount,Hot
109425,2024-04-08 04:00:00,Cairo-Zamalek,Super B.Laban,Medium,115.32,7,0.15,Pistachio,52980,54.0,Male,Gold,Credit Card,Talabat,28,7.0,105,15.8,52.4,4.0,0,Signature,Greater Cairo,0,4,113.01,920.25,2024,4,8,Late Night,Medium Discount,Cold
104944,2024-02-21 11:45:00,Alex-Stanly,Rice Pudding Oven,Medium,175.93,4,0.0,Lotus,53837,45.0,Female,Unknown,Wallet,Mobile App,70,3.9,106,29.4,64.7,5.0,0,Traditional,Alexandria,0,11,98.52,802.24,2024,2,21,Morning,No Discount,Hot
102823,2024-01-30 09:30:00,Mansoura-Mashaya,Om Ali Cream,Small,123.14,4,0.0,none,87338,56.0,Male,Bronze,Wallet,Talabat,17,5.4,108,37.0,39.5,1.0,0,Traditional,Delta,0,9,68.96,561.52,2024,1,30,Morning,No Discount,Hot
106530,2024-03-09 00:15:00,Alex-Stanly,Rice Pudding Nuts,Large,93.84,11,0.0,Nutella,89879,48.0,Male,Bronze,Credit Card,ElMenus,71,5.0,105,33.9,84.5,4.0,0,Traditional,Alexandria,1,0,144.51,1176.75,2024,3,9,Late Night,No Discount,Hot
103340,2024-02-04 18:45:00,Mansoura-Mashaya,Super B.Laban,Medium,111.65,1,0.0,none,64287,19.0,Female,Silver,Credit Card,In-store,59,0.5,132,25.9,51.3,4.0,0,Signature,Delta,1,18,15.63,127.28,2024,2,4,Evening,No Discount,Hot
103526,2024-02-06 17:15:00,Mansoura-Mashaya,Sweet Koshary Mix,Large,106.65,3,0.0,Lotus,55452,55.0,Male,Bronze,Instapay,Talabat,87,6.2,105,32.2,38.9,3.0,0,Signature,Delta,0,17,44.79,364.74000000000007,2024,2,6,Evening,No Discount,Hot
104564,2024-02-17 12:45:00,Mansoura-Mashaya,Sweet Koshary Mix,Large,138.1,4,0.0,Pistachio,88770,42.0,Female,Unknown,Credit Card,Talabat,71,2.2,112,39.2,75.7,3.0,0,Signature,Delta,1,12,77.34,629.74,2024,2,17,Afternoon,No Discount,Hot
109657,2024-04-10 14:00:00,Mansoura-Mashaya,Ice Cream Mango,Medium,163.72,1,0.15,Nuts,74430,15.0,Male,Silver,Cash,ElMenus,44,11.7,111,43.4,52.6,4.0,0,Ice Cream,Delta,0,14,22.92,186.64,2024,4,10,Afternoon,Medium Discount,Hot
107909,2024-03-23 09:00:00,Riyadh-Olaya,Sweet Koshary Mix,Medium,117.34,5,0.0,Pistachio,55453,43.5,Female,Unknown,Credit Card,Talabat,90,5.4,137,44.6,36.3,3.0,0,Signature,KSA,1,9,82.14,668.84,2024,3,23,Morning,No Discount,Hot
105330,2024-02-25 12:15:00,Mansoura-Mashaya,Super B.Laban,Medium,99.24,5,0.15,none,62582,42.0,Female,Unknown,Cash,Talabat,106,6.1,132,41.5,84.9,3.0,1,Signature,Delta,1,12,69.47,565.67,2024,2,25,Afternoon,Medium Discount,Hot
105224,2024-02-24 09:45:00,Tanta-Saeed,Ice Cream Mango,Large,153.4,10,0.0,Lotus,56919,63.0,Male,Silver,Credit Card,In-store,115,1.7,137,22.3,27.5,2.0,0,Ice Cream,Delta,1,9,214.76,1748.76,2024,2,24,Morning,No Discount,Moderate
102286,2024-01-24 19:15:00,Riyadh-Olaya,Ice Cream Mango,Large,157.62,8,0.05,Nuts,51023,47.0,Female,Gold,Instapay,Talabat,24,6.9,120,25.0,82.3,4.0,0,Ice Cream,KSA,0,19,176.53,1437.49,2024,1,24,Evening,Low Discount,Hot
106064,2024-03-04 03:45:00,Riyadh-Olaya,Rice Pudding Nuts,Medium,172.99,9,0.0,Pistachio,83371,35.0,Male,Unknown,Credit Card,In-store,26,4.9,121,34.0,61.3,5.0,0,Traditional,KSA,0,3,217.97,1774.88,2024,3,4,Late Night,No Discount,Hot
104655,2024-02-18 11:30:00,Riyadh-Olaya,Qishtouza Nutella,Medium,118.9,6,0.0,Nuts,87019,53.0,Male,Bronze,Wallet,Talabat,30,2.5,134,23.8,38.6,2.0,0,Modern,KSA,1,11,99.88,813.2800000000001,2024,2,18,Morning,No Discount,Moderate
105001,2024-02-22 02:00:00,Alex-Stanly,Om Ali Cream,Medium,52.93,4,0.0,Pistachio,51818,43.5,Male,Gold,Wallet,ElMenus,96,4.7,117,23.3,89.6,3.0,0,Traditional,Alexandria,0,2,29.64,241.36,2024,2,22,Late Night,No Discount,Moderate
106711,2024-03-10 21:30:00,Cairo-Nasr City,Super B.Laban,Large,126.31,11,0.0,none,66758,42.0,Male,Gold,Instapay,ElMenus,86,1.3,101,17.7,23.2,4.0,0,Signature,Greater Cairo,1,21,194.52,1583.93,2024,3,10,Evening,No Discount,Cold
109325,2024-04-07 03:00:00,Alex-Stanly,Rice Pudding Nuts,Medium,124.86,1,0.1,none,83406,50.0,Male,Unknown,Cash,Mobile App,13,9.5,145,42.0,72.8,1.0,0,Traditional,Alexandria,1,3,17.48,142.34,2024,4,7,Late Night,Medium Discount,Hot
100485,2024-01-06 01:00:00,Mansoura-Mashaya,Qishtouza Nutella,Small,157.2,7,0.0,Nuts,72403,38.0,Female,Silver,Credit Card,ElMenus,102,11.5,101,44.5,80.4,2.0,0,Modern,Delta,1,1,154.06,1254.4599999999998,2024,1,6,Late Night,No Discount,Hot
102212,2024-01-24 00:45:00,Alex-Stanly,Super B.Laban,Medium,84.03,11,0.0,Nutella,66955,14.0,Female,Bronze,Instapay,ElMenus,34,7.0,147,38.8,58.7,5.0,0,Signature,Alexandria,0,0,129.41,1053.74,2024,1,24,Late Night,No Discount,Hot
105417,2024-02-26 10:00:00,Riyadh-Olaya,Rice Pudding Nuts,Small,98.31,6,0.0,Lotus,70736,62.0,Female,Bronze,Instapay,In-store,35,11.6,108,30.8,80.6,1.0,0,Traditional,KSA,0,10,82.58,672.44,2024,2,26,Morning,No Discount,Hot
107564,2024-03-19 18:45:00,Giza-Zayed,Om Ali Cream,Small,158.61,11,0.0,Nutella,73306,53.0,Female,Unknown,Wallet,In-store,96,8.8,107,34.7,54.1,5.0,0,Traditional,Greater Cairo,0,18,244.26,1988.97,2024,3,19,Evening,No Discount,Hot
102556,2024-01-27 14:45:00,Tanta-Saeed,Qishtouza Lotus,Medium,144.33,4,0.0,Pistachio,74460,55.0,Female,Unknown,Credit Card,ElMenus,114,1.1,131,39.1,39.6,4.0,0,Modern,Delta,1,14,80.82,658.1400000000001,2024,1,27,Afternoon,No Discount,Hot
100008,2024-01-01 01:45:00,Mansoura-Mashaya,Om Ali Cream,Medium,56.32,9,0.15,Pistachio,81975,27.0,Male,Unknown,Instapay,Mobile App,20,3.5,146,30.2,61.0,4.0,0,Traditional,Delta,0,1,70.96,577.84,2024,1,1,Late Night,Medium Discount,Hot
103658,2024-02-08 02:15:00,Giza-Zayed,Qishtouza Lotus,Medium,92.83,8,0.0,none,60580,39.0,Male,Bronze,Cash,ElMenus,80,14.6,123,35.9,36.7,3.0,0,Modern,Greater Cairo,0,2,103.97,846.61,2024,2,8,Late Night,No Discount,Hot
106412,2024-03-07 18:45:00,Giza-Zayed,Qishtouza Lotus,Medium,43.76,11,0.0,none,74772,57.0,Female,Unknown,Instapay,In-store,23,7.9,102,28.3,45.9,3.0,0,Modern,Greater Cairo,0,18,67.39,548.75,2024,3,7,Evening,No Discount,Hot
109165,2024-04-05 11:00:00,Alex-Stanly,Qishtouza Lotus,Large,79.3,1,0.1,Pistachio,81111,43.0,Male,Bronze,Cash,Talabat,108,0.9,143,23.8,36.8,1.0,0,Modern,Alexandria,1,11,11.1,90.39999999999999,2024,4,5,Morning,Medium Discount,Moderate
104875,2024-02-20 18:30:00,Riyadh-Olaya,Sweet Koshary Mix,Large,48.08,11,0.0,none,78057,38.0,Female,Gold,Instapay,Talabat,65,5.5,120,43.0,27.9,3.0,0,Signature,KSA,0,18,74.04,602.92,2024,2,20,Evening,No Discount,Hot
104403,2024-02-15 20:30:00,Tanta-Saeed,Qishtouza Nutella,Small,74.85,8,0.05,Pistachio,86032,21.0,Female,Silver,Cash,In-store,84,8.2,104,33.1,59.6,3.0,0,Modern,Delta,0,20,83.83,682.63,2024,2,15,Evening,Low Discount,Hot
108917,2024-04-02 21:00:00,Alex-Stanly,Qishtouza Lotus,Medium,78.06,3,0.0,Lotus,66372,34.0,Female,Bronze,Credit Card,In-store,36,7.9,128,15.5,68.5,2.0,1,Modern,Alexandria,0,21,32.79,266.97,2024,4,2,Evening,No Discount,Cold
